dataset,vectorizer,model,accuracy,f1_weighted,vectorization_time_sec,train_time_sec,inference_time_sec
ag_news,count,naive_bayes,0.8910526315789473,0.8907377234215027,0.9371728897094727,0.0057220458984375,0.0010540485382080078
ag_news,count,logistic,0.8826315789473684,0.8826184176795824,0.9084439277648926,2.398386001586914,0.0009541511535644531
ag_news,count,knn,0.5959210526315789,0.5948114683102614,0.9343428611755371,0.0029811859130859375,2.3360681533813477
ag_news,tfidf,naive_bayes,0.8821052631578947,0.8816088644624362,3.1194851398468018,0.006520986557006836,0.0010669231414794922
ag_news,tfidf,logistic,0.8977631578947368,0.8975669974965556,2.7611031532287598,1.0932400226593018,0.0011210441589355469
ag_news,tfidf,knn,0.8510526315789474,0.8509582457121697,2.6426408290863037,0.0036160945892333984,4.044336795806885
ag_news,embeddings,logistic,0.8878947368421053,0.8877227146238945,60.37043499946594,0.7507266998291016,0.0030181407928466797
ag_news,embeddings,knn,0.8977631578947368,0.8974791732880055,60.00402283668518,0.006578922271728516,1.099717140197754
ag_news,embeddings,random_forest,0.8803947368421052,0.8800162041055718,60.706294775009155,19.750065088272095,0.05230998992919922
